lon,lat,fid,año,fallecidos,graves,menos_graves,leves
-70.6840491365584,-33.5982344070922,"48","2013","0","0","0","1"
-70.682572746535,-33.6048728202244,"49","2013","0","0","0","1"
-70.68100644679,-33.5984102290488,"50","2013","0","0","0","1"
-70.67969168922,-33.593728350383,"51","2013","0","0","0","2"
-70.6789710201964,-33.5909565139319,"52","2013","0","0","0","1"
-70.6757230619697,-33.5946151457723,"53","2013","0","0","0","1"
-70.6721457854995,-33.5940345524526,"54","2013","0","0","0","0"
-70.6632705515946,-33.5851778850513,"55","2013","0","0","0","1"
-70.6852287664943,-33.5791001965168,"56","2013","0","0","1","0"
-70.6825257686493,-33.5635861429861,"57","2013","0","0","0","1"
-70.6821385853274,-33.5685460668475,"58","2013","0","0","0","1"
-70.6767006637047,-33.5824426528062,"59","2013","0","0","0","1"
-70.6765631034045,-33.5820498325337,"60","2013","0","0","0","1"
-70.6758778991457,-33.5646977589943,"61","2013","0","0","0","0"
-70.6757721271819,-33.5790933589713,"62","2013","0","0","0","2"
-70.6753155000103,-33.5776561002488,"63","2013","1","0","0","0"
-70.6749916784232,-33.5633109279569,"64","2013","0","0","0","1"
-70.6742360338658,-33.5738566408712,"65","2013","0","0","0","1"
-70.6733844514313,-33.5708831944038,"66","2013","0","0","0","3"
-70.6731232055714,-33.5648807017829,"67","2013","0","0","0","1"
-70.6728844436621,-33.5688456031421,"68","2013","0","0","0","1"
-70.6723617163201,-33.5769932099686,"69","2013","0","0","0","1"
-70.6711103699476,-33.5646824525331,"70","2013","0","0","0","1"
-70.6710419980897,-33.5620771579344,"71","2013","0","0","0","1"
-70.6682675913762,-33.5605905291296,"72","2013","0","1","0","0"
-70.66801801422,-33.5723624640564,"73","2013","0","0","0","1"
-70.6664292305246,-33.5659900263186,"74","2013","0","0","0","2"
-70.6644105942735,-33.5730062311526,"75","2013","0","0","0","1"
-70.6636477200662,-33.5613313780406,"76","2013","0","0","1","0"
-70.6628096823209,-33.5644696063872,"77","2013","1","0","0","0"
-70.6622175704845,-33.5733807691072,"78","2013","0","1","0","0"
-70.7275022509281,-33.5252820187502,"79","2013","1","0","0","0"
-70.7098727608192,-33.5533356073524,"80","2013","0","0","0","1"
-70.7087532163878,-33.5447278974744,"81","2013","0","1","0","0"
-70.6981542141456,-33.5305135972247,"82","2013","0","0","0","1"
-70.6943083002878,-33.5389719998578,"83","2013","0","0","0","1"
-70.6897332727723,-33.5512993201075,"84","2013","0","0","0","1"
-70.6814088331511,-33.5494647858711,"85","2013","0","0","0","1"
-70.6788977902008,-33.5590959790961,"86","2013","0","0","0","0"
-70.6778979131581,-33.5442529106433,"87","2013","0","0","0","1"
-70.6704915086762,-33.5602358814807,"88","2013","0","1","0","1"
-70.6697720645291,-33.5576382023412,"89","2013","0","0","0","1"
-70.6687404000494,-33.5549551001977,"90","2013","0","0","0","1"
-70.6681831765123,-33.5520515535364,"91","2013","0","0","0","1"
-70.6667724630786,-33.5582840180929,"92","2013","0","0","1","0"
-70.6667052711313,-33.5463710254024,"93","2013","0","0","0","1"
-70.665590100103,-33.5419569999156,"94","2013","0","0","0","1"
-70.6647239504499,-33.5388328630461,"95","2013","0","1","0","0"
-70.6640501415008,-33.5468287596395,"96","2013","0","0","0","1"
-70.6634502055625,-33.5544848878673,"97","2013","0","0","0","1"
-70.6614449188479,-33.5567684670911,"98","2013","0","0","0","1"
-70.6860724861563,-33.5162625380856,"99","2013","0","0","0","1"
-70.6838941878664,-33.5380531679193,"100","2013","0","0","0","1"
-70.6834900838003,-33.5313978250496,"101","2013","0","1","0","0"
-70.6807278952761,-33.5309766410591,"102","2013","0","0","0","1"
-70.6797751094337,-33.5332724762437,"103","2013","0","0","0","0"
-70.6768086363095,-33.5288066534043,"104","2013","0","1","0","0"
-70.6682689394599,-33.5238509068938,"105","2013","0","0","0","1"
-70.6659156771667,-33.537146961563,"106","2013","0","0","0","0"
-70.6649094742928,-33.5374465967829,"107","2013","0","1","0","1"
-70.6642785135425,-33.5364172372657,"108","2013","0","1","0","0"
-70.6614373789319,-33.5265245229883,"109","2013","0","0","0","2"
-70.6607689767069,-33.5756363353486,"110","2013","0","1","0","0"
-70.6486782599937,-33.5753497178152,"111","2013","0","0","0","2"
-70.6429771517741,-33.6098833696217,"112","2013","0","1","0","0"
-70.6343671396318,-33.5842644841186,"113","2013","0","0","0","2"
-70.634185542229,-33.5825263904805,"114","2013","0","1","0","0"
-70.6336713611444,-33.578160118095,"115","2013","1","0","0","0"
-70.6311822598533,-33.5827824571446,"116","2013","0","0","0","2"
-70.6294841941402,-33.5771437043185,"117","2013","0","0","0","1"
-70.6286094973304,-33.5856435315237,"118","2013","0","0","1","0"
-70.6284016999784,-33.6112237003135,"119","2013","0","0","1","0"
-70.6283321931761,-33.6111882346493,"120","2013","0","0","0","1"
-70.6278929660875,-33.5915828404757,"121","2013","0","1","0","0"
-70.6278032551161,-33.5929903595174,"122","2013","0","0","1","1"
-70.6275432584146,-33.5950859831316,"123","2013","0","1","0","0"
-70.625218392215,-33.5951255622948,"124","2013","0","0","1","0"
-70.6165279186285,-33.5817634092539,"125","2013","0","1","0","0"
-70.6138126900036,-33.5905090886235,"126","2013","0","0","0","1"
-70.6098026885432,-33.5830802010904,"127","2013","0","0","0","1"
-70.6080884395298,-33.5884499774844,"128","2013","0","0","0","1"
-70.6079218671005,-33.5936000782809,"129","2013","0","0","0","1"
-70.605664155976,-33.5889065596899,"130","2013","0","0","1","0"
-70.6052331028254,-33.582454509468,"131","2013","1","0","0","0"
-70.6039747021707,-33.588597812539,"132","2013","0","0","0","1"
-70.6028599700116,-33.5821245563032,"133","2013","0","0","0","1"
-70.6011458496013,-33.5882378238165,"134","2013","0","0","0","1"
-70.5974994089705,-33.5814041202039,"135","2013","0","1","0","0"
-70.6606650915207,-33.553395262981,"136","2013","0","0","0","1"
-70.6587193462208,-33.5400628397283,"137","2013","0","0","0","1"
-70.6542512948614,-33.5599039156331,"138","2013","0","0","0","1"
-70.6533525609719,-33.5446861077776,"139","2013","0","0","0","1"
-70.6516913269931,-33.5432275540084,"140","2013","0","0","0","1"
-70.6476423695996,-33.549152307433,"141","2013","0","0","0","1"
-70.6459195491478,-33.5579228035945,"142","2013","0","0","0","1"
-70.6450139498339,-33.5441912243455,"143","2013","0","0","0","0"
-70.6434689469343,-33.5461352726247,"144","2013","0","0","0","0"
-70.6427602982491,-33.5426320886,"145","2013","0","0","0","0"
-70.6367590547865,-33.5461944534113,"146","2013","0","0","0","0"
-70.6366852896943,-33.5423327834312,"147","2013","0","0","0","0"
-70.6346932949596,-33.5420891615855,"148","2013","0","0","0","1"
-70.6332408799626,-33.5475385927318,"149","2013","0","0","0","0"
-70.6329523702556,-33.5493487562401,"150","2013","0","0","0","0"
-70.631553793173,-33.5562192043528,"151","2013","0","0","0","0"
-70.630721305144,-33.5597788064467,"152","2013","0","0","0","1"
-70.630452353893,-33.5634235491574,"153","2013","0","2","0","0"
-70.6298425209156,-33.5472055629863,"154","2013","0","0","0","1"
-70.6292508317604,-33.5443185251798,"155","2013","0","1","0","1"
-70.6607897537441,-33.5381026711013,"156","2013","0","0","0","1"
-70.6602702495723,-33.522158999738,"157","2013","0","0","0","1"
-70.6599551666976,-33.5212754302169,"158","2013","0","0","0","0"
-70.6597540081409,-33.5206082879421,"159","2013","0","0","0","2"
-70.6588215110039,-33.5170177149955,"160","2013","0","0","0","1"
-70.6557845858899,-33.535083622711,"161","2013","0","0","0","0"
-70.6515320759445,-33.5252836051542,"162","2013","0","0","1","0"
-70.648815544202,-33.5227947304924,"163","2013","0","1","0","0"
-70.6463272945689,-33.5232954028605,"164","2013","0","0","0","1"
-70.640785619061,-33.531928559955,"165","2013","0","0","0","0"
-70.6374451835483,-33.5252710641083,"166","2013","0","0","0","0"
-70.636601948621,-33.5187202170643,"167","2013","0","1","0","0"
-70.6358609576171,-33.5255081289969,"168","2013","0","0","0","1"
-70.635838784832,-33.5261460630903,"169","2013","0","0","0","0"
-70.6357837535174,-33.5267215797371,"170","2013","0","0","0","0"
-70.6354738732206,-33.5289840851474,"171","2013","0","0","0","1"
-70.6347099980679,-33.5377577757008,"172","2013","0","0","0","1"
-70.6345371114984,-33.5372949018382,"173","2013","0","0","0","2"
-70.634457900112,-33.5358467001651,"174","2013","1","0","0","0"
-70.6328427635826,-33.5183948972067,"175","2013","0","1","0","1"
-70.6320329213822,-33.5165578754455,"176","2013","0","0","0","2"
-70.6297242636638,-33.532534577109,"177","2013","0","0","0","1"
-70.6274498314446,-33.5590657312984,"178","2013","0","0","0","1"
-70.6256391670139,-33.5586507661199,"179","2013","0","0","0","1"
-70.6246813575586,-33.5525129588059,"180","2013","0","0","1","0"
-70.6204808050451,-33.5547504234932,"181","2013","0","0","0","1"
-70.6199189338117,-33.5573234387257,"182","2013","1","0","0","0"
-70.6183274413583,-33.548894238878,"183","2013","0","0","0","3"
-70.6161977613176,-33.5400279172545,"184","2013","0","0","0","1"
-70.6120253692753,-33.5451753110917,"185","2013","0","0","0","1"
-70.6108771058937,-33.5540461122383,"186","2013","0","0","0","1"
-70.6035186757463,-33.5435633113976,"187","2013","1","0","0","0"
-70.6027332051733,-33.5503822229612,"188","2013","0","0","0","1"
-70.601839925672,-33.5539379363866,"189","2013","0","0","0","1"
-70.6000338918506,-33.5622309743799,"190","2013","0","0","0","1"
-70.6271792002598,-33.527798400076,"191","2013","0","0","0","1"
-70.6266518198256,-33.5298334543504,"192","2013","0","0","0","1"
-70.6243440083692,-33.5274431399889,"193","2013","0","0","0","1"
-70.6225651214831,-33.5329893255969,"194","2013","0","0","0","1"
-70.6225007615009,-33.5377614845049,"195","2013","0","0","0","1"
-70.622291788735,-33.5336331979137,"196","2013","0","0","0","1"
-70.6220071299251,-33.5343612449755,"197","2013","0","0","0","1"
-70.618464059169,-33.5249176071618,"198","2013","0","1","0","0"
-70.6170134365208,-33.5268123447139,"199","2013","0","0","0","1"
-70.6148884068745,-33.5314754320455,"200","2013","0","0","0","1"
-70.6147118915405,-33.5351391225724,"201","2013","0","0","0","1"
-70.6097344875565,-33.5277294319677,"202","2013","1","0","0","0"
-70.6065768761219,-33.5158377442165,"203","2013","0","0","0","0"
-70.6038071269973,-33.5281130620682,"204","2013","0","0","0","0"
-70.6035333994468,-33.5324445927437,"205","2013","1","0","0","0"
-70.5984216457423,-33.5222964413277,"206","2013","0","0","0","0"
-70.5958582325713,-33.528411747604,"207","2013","1","0","0","0"
-70.5843479544945,-33.6232873762114,"208","2013","0","0","0","1"
-70.5798160971351,-33.6143723095344,"209","2013","1","0","0","0"
-70.576951758217,-33.6087057002079,"210","2013","0","0","0","1"
-70.5643872318852,-33.6165524424412,"211","2013","0","0","0","0"
-70.563527015959,-33.6151204195717,"212","2013","0","0","0","0"
-70.5603997116773,-33.6015986098879,"213","2013","0","0","0","1"
-70.5924306401619,-33.5807261716754,"214","2013","0","0","0","1"
-70.5831957026195,-33.5840911919549,"215","2013","0","0","1","0"
-70.5819133305357,-33.5860950730291,"216","2013","0","1","0","0"
-70.5805418410331,-33.5872724699485,"217","2013","0","0","1","0"
-70.5801243838332,-33.5894047094597,"218","2013","0","1","0","0"
-70.5733492269852,-33.5786931552649,"219","2013","0","0","0","0"
-70.5717135904098,-33.5730297718065,"220","2013","0","0","0","0"
-70.5710751005354,-33.5856345005317,"221","2013","0","0","0","2"
-70.5690311285837,-33.5801295101687,"222","2013","0","0","0","0"
-70.5676537817965,-33.5885539570994,"223","2013","0","0","0","1"
-70.5635479027135,-33.5822082490115,"224","2013","0","0","0","1"
-70.5632409784884,-33.5858218823739,"225","2013","0","0","1","0"
-70.5615368504452,-33.5906018914641,"226","2013","0","0","0","1"
-70.5578891201867,-33.5964560939735,"227","2013","0","1","0","1"
-70.5542486600476,-33.579421482915,"228","2013","0","0","0","1"
-70.5540986342446,-33.5794148746967,"229","2013","0","0","0","1"
-70.5249850300351,-33.610073510584,"230","2013","0","0","0","1"
-70.5907842081247,-33.5204803252068,"231","2013","0","0","0","1"
-70.5667326772712,-33.5674457067539,"232","2013","0","0","0","1"
-70.5659292913037,-33.5501454350637,"233","2013","0","0","0","1"
-70.5658725791562,-33.5502154077149,"234","2013","0","0","0","1"
-70.5599747784133,-33.5574045701647,"235","2013","0","0","0","1"
-70.5596239519838,-33.5223183919802,"236","2013","0","0","0","1"
-70.5590510316797,-33.5666133671132,"237","2013","1","0","0","0"
-70.5579341996036,-33.5187838998571,"238","2013","0","0","0","1"
-70.5564143003796,-33.5177076002255,"239","2013","0","0","0","1"
-70.5552526002273,-33.5626636004448,"240","2013","0","0","0","1"
-70.7922060412757,-33.5098906237532,"241","2013","0","0","1","0"
-70.7833405209482,-33.5146584794053,"242","2013","0","0","0","1"
-70.7792759162505,-33.5085632037288,"243","2013","0","0","0","0"
-70.7791423561348,-33.5154720403024,"244","2013","0","0","0","2"
-70.7791248220528,-33.5116394948668,"245","2013","0","0","0","2"
-70.7752273986255,-33.4998390927998,"246","2013","0","0","0","0"
-70.7730073439138,-33.5091300599043,"247","2013","0","0","0","1"
-70.7689990331788,-33.4883153006106,"248","2013","0","0","0","1"
-70.7687472212073,-33.5021852135767,"249","2013","0","0","0","1"
-70.7657203190374,-33.509125942808,"250","2013","0","0","0","0"
-70.763619509033,-33.5101568752395,"251","2013","0","0","0","1"
-70.7631859000093,-33.498678999736,"252","2013","0","0","0","0"
-70.7591333111533,-33.4920704440957,"253","2013","0","0","0","1"
-70.7575404391399,-33.4963672861213,"254","2013","0","0","0","1"
-70.7555540004167,-33.4912994004469,"255","2013","0","0","0","1"
-70.7531939140678,-33.5106072755053,"256","2013","0","0","0","1"
-70.7475089163034,-33.4939785302849,"257","2013","0","0","0","1"
-70.7472223491321,-33.5103892861366,"258","2013","0","0","0","1"
-70.7457848970553,-33.5052157795845,"259","2013","0","0","1","1"
-70.7431186634955,-33.4999559012438,"260","2013","0","0","0","1"
-70.740131862995,-33.5101103515115,"261","2013","0","0","0","1"
-70.7558909008443,-33.4791012777018,"262","2013","0","0","0","1"
-70.7521971594713,-33.4857451569134,"263","2013","0","0","0","1"
-70.7514376927953,-33.4859771298406,"264","2013","0","0","0","1"
-70.7462893079052,-33.4788554875906,"265","2013","0","0","0","0"
-70.7440786628,-33.4827082794635,"266","2013","0","0","0","1"
-70.7361038166378,-33.4712574735535,"267","2013","0","0","0","0"
-70.7825350098827,-33.4438095819466,"268","2013","0","0","0","1"
-70.7664666241354,-33.4329664119703,"269","2013","0","0","0","1"
-70.7652309952142,-33.4453937206437,"270","2013","0","0","0","1"
-70.7642191832687,-33.4394021125174,"271","2013","0","0","0","1"
-70.7637155458357,-33.4587974988055,"272","2013","0","1","0","0"
-70.7566929054532,-33.4437442614884,"273","2013","0","0","0","1"
-70.7560986811092,-33.4593787899991,"274","2013","0","1","0","0"
-70.7542196843909,-33.4477324031279,"275","2013","0","0","0","2"
-70.753606781128,-33.4297530416695,"276","2013","0","0","0","1"
-70.7528855257464,-33.4606956852576,"277","2013","0","0","0","0"
-70.7526579990674,-33.4618810420764,"278","2013","0","0","0","1"
-70.7524507637917,-33.4656011578671,"279","2013","0","0","0","0"
-70.7498600651898,-33.4592254609862,"280","2013","0","0","0","0"
-70.7420791794106,-33.4559592636091,"281","2013","0","0","0","1"
-70.738749227295,-33.4543649283987,"282","2013","0","0","0","1"
-70.7381821903558,-33.4606119224023,"283","2013","0","0","0","2"
-70.7377094104609,-33.450534882179,"284","2013","0","1","0","0"
-70.7373261553777,-33.4684002087026,"285","2013","0","0","0","1"
-70.7357645563891,-33.4531685656767,"286","2013","0","1","0","0"
-70.7325697400015,-33.4586250160317,"287","2013","0","0","0","1"
-70.7317534847355,-33.4510242599616,"288","2013","0","0","0","1"
-70.7270479682891,-33.4479216852376,"289","2013","0","1","0","0"
-70.7519917228397,-33.4366200201977,"290","2013","0","0","0","1"
-70.7496743165165,-33.429317071026,"291","2013","0","1","0","0"
-70.7444014393749,-33.4418476371587,"292","2013","0","0","0","1"
-70.7428159202185,-33.4299957605958,"293","2013","0","0","0","1"
-70.740519010344,-33.4412069664283,"294","2013","0","1","0","0"
-70.7401690211834,-33.4267441906918,"295","2013","0","0","0","1"
-70.7401366914551,-33.4298856799801,"296","2013","0","0","0","1"
-70.735579827547,-33.4466941924829,"297","2013","0","0","0","1"
-70.7347509565913,-33.4411827494842,"298","2013","0","0","0","1"
-70.7347046594924,-33.4364202429998,"299","2013","0","0","0","0"
-70.7346461585933,-33.4295342501055,"300","2013","0","0","0","1"
-70.7308917822299,-33.4362826683105,"301","2013","0","0","0","1"
-70.7292417996693,-33.4290532000451,"302","2013","0","0","0","1"
-70.7274994000772,-33.4394774999866,"303","2013","0","0","0","1"
-70.7274971688592,-33.4381967637696,"304","2013","0","0","0","1"
-70.7271862678319,-33.4371309205555,"305","2013","0","0","0","1"
-70.7242860567561,-33.429624483583,"306","2013","0","2","0","0"
-70.7233779843065,-33.4456669913386,"307","2013","0","0","0","0"
-70.7229482333742,-33.440424418652,"308","2013","0","0","0","1"
-70.7227966247644,-33.4388795443554,"309","2013","0","0","0","0"
-70.7200569129961,-33.4721479570625,"310","2013","0","0","0","1"
-70.7188403739841,-33.4710336979468,"311","2013","0","1","0","0"
-70.7033908647965,-33.4750321080453,"312","2013","0","0","1","1"
-70.6995419957664,-33.4717200794181,"313","2013","0","0","1","0"
-70.6925698379276,-33.4993243586322,"314","2013","0","0","0","1"
-70.6899151004015,-33.4924450000367,"315","2013","0","0","0","1"
-70.6885127497636,-33.4885960806446,"316","2013","0","0","0","2"
-70.6879806245062,-33.4708514458375,"317","2013","0","0","1","0"
-70.6868369332778,-33.5001568403658,"318","2013","0","0","0","1"
-70.6860803426337,-33.4940031447293,"319","2013","0","0","0","0"
-70.6809213259584,-33.4975181845166,"320","2013","0","1","0","0"
-70.6806946752191,-33.5027655182141,"321","2013","0","0","0","1"
-70.6787263722243,-33.4923334103586,"322","2013","0","1","0","0"
-70.6778854674403,-33.5070283685643,"323","2013","0","0","0","1"
-70.6754652245405,-33.491991835255,"324","2013","0","0","0","0"
-70.6720719862332,-33.4981202554454,"325","2013","0","1","0","1"
-70.67201502947,-33.5068462351656,"326","2013","0","0","0","1"
-70.67024197109,-33.504209806937,"327","2013","0","0","0","1"
-70.6666345961097,-33.4952673028437,"328","2013","0","1","0","0"
-70.6659456245908,-33.5004584010343,"329","2013","0","0","0","1"
-70.6625385601064,-33.5122474167848,"330","2013","0","0","0","1"
-70.6618439390465,-33.4995933575474,"331","2013","0","0","0","1"
-70.6596901122089,-33.5097715535143,"332","2013","0","0","0","1"
-70.6543501987027,-33.5015552969394,"333","2013","0","0","0","1"
-70.6532105265445,-33.4975574255347,"334","2013","0","0","0","1"
-70.6752093620224,-33.4816995315081,"335","2013","0","0","1","0"
-70.6747460933575,-33.4905934092584,"336","2013","0","1","0","0"
-70.6731985714569,-33.4785043095262,"337","2013","0","0","0","1"
-70.6729447755809,-33.470625796943,"338","2013","0","0","0","1"
-70.6729064257909,-33.4868229350304,"339","2013","0","1","0","0"
-70.6715980543067,-33.4767676691926,"340","2013","0","0","1","1"
-70.6703313789899,-33.47314952573,"341","2013","0","1","0","1"
-70.6676019401773,-33.470547653951,"342","2013","0","1","0","1"
-70.664812621805,-33.4773997513973,"343","2013","0","0","0","1"
-70.6636935261353,-33.490752657609,"344","2013","0","0","0","1"
-70.6636062028639,-33.4891730982598,"345","2013","0","0","0","1"
-70.6632181175221,-33.4798380373954,"346","2013","0","0","0","1"
-70.650556938352,-33.4745693600878,"347","2013","0","0","0","1"
-70.720234411289,-33.4548003792341,"348","2013","0","1","0","0"
-70.7194080089724,-33.4622948174518,"349","2013","0","1","0","1"
-70.7169739461906,-33.4511216322575,"350","2013","0","0","0","1"
-70.7163693544621,-33.4689935022483,"351","2013","0","0","1","1"
-70.7141059704142,-33.4582297226235,"352","2013","0","0","1","0"
-70.7119184216978,-33.458996065516,"353","2013","0","0","0","1"
-70.7118368262085,-33.4528324872295,"354","2013","0","0","0","0"
-70.7070534977207,-33.4609541369238,"355","2013","0","0","0","0"
-70.7063340454798,-33.4686748544609,"356","2013","0","0","0","1"
-70.7046880091443,-33.4687729947779,"357","2013","0","0","1","0"
-70.703151423899,-33.4566953047445,"358","2013","0","1","0","1"
-70.702900367358,-33.4568571530351,"359","2013","0","0","0","1"
-70.6988991621666,-33.4620908251315,"360","2013","0","0","0","1"
-70.6932963525446,-33.4594685063664,"361","2013","0","0","0","1"
-70.6922093788597,-33.454190999515,"362","2013","0","0","0","1"
-70.6913756191894,-33.468497677226,"363","2013","0","0","0","1"
-70.6906140085296,-33.4537956638388,"364","2013","0","0","0","1"
-70.6905134373452,-33.4613692289067,"365","2013","1","0","0","0"
-70.6883308501885,-33.4655430490724,"366","2013","0","0","0","1"
-70.7205145204287,-33.4318245040976,"367","2013","0","0","0","1"
-70.7166819668992,-33.4354160941774,"368","2013","0","0","0","2"
-70.7144221081937,-33.4360786328226,"369","2013","0","0","0","0"
-70.709205547498,-33.4448621826436,"370","2013","0","0","0","0"
-70.7073300266593,-33.4415102843721,"371","2013","0","0","0","1"
-70.7061630762649,-33.4460224555718,"372","2013","0","0","0","0"
-70.7060476105088,-33.4323614227415,"373","2013","0","1","0","0"
-70.7042873296965,-33.4322461926077,"374","2013","0","0","0","1"
-70.700221778912,-33.4396018789236,"375","2013","0","0","0","2"
-70.6977814253725,-33.4401223022024,"376","2013","0","0","0","1"
-70.6945959943096,-33.4386354080976,"377","2013","0","0","0","1"
-70.6899349529357,-33.4443788213255,"378","2013","0","0","0","1"
-70.6991834279728,-33.4318604832747,"379","2013","0","0","0","1"
-70.6977657259075,-33.4285728892275,"380","2013","0","0","0","1"
-70.6967982991022,-33.4357078369471,"381","2013","0","0","0","1"
-70.6925627009079,-33.433940098057,"382","2013","0","0","0","0"
-70.6924887091865,-33.4360028694368,"383","2013","0","0","0","1"
-70.6924472792185,-33.4315374575876,"384","2013","0","1","0","0"
-70.6921061537759,-33.4329326784003,"385","2013","0","0","0","1"
-70.6910469322701,-33.4351704578503,"386","2013","0","1","0","0"
-70.6909207969572,-33.4320014151332,"387","2013","0","1","0","0"
-70.6896607127716,-33.4323333000417,"388","2013","0","0","0","1"
-70.6884459679071,-33.4325753076044,"389","2013","0","0","0","1"
-70.6872403304768,-33.4349725179673,"390","2013","0","0","1","1"
-70.684060984227,-33.4590365988599,"391","2013","0","0","0","3"
-70.6835847950023,-33.452310090838,"392","2013","0","0","0","1"
-70.6804653777749,-33.4538525225758,"393","2013","0","0","0","1"
-70.6774951292967,-33.4506351116211,"394","2013","0","0","0","0"
-70.6763155461255,-33.4499736188874,"395","2013","0","0","0","1"
-70.6762661643519,-33.4499612846855,"396","2013","0","1","0","0"
-70.6731573726146,-33.4603421977342,"397","2013","0","0","0","1"
-70.6728436701992,-33.4492300423325,"398","2013","0","0","0","2"
-70.6716786290655,-33.4671708768345,"399","2013","0","0","0","1"
-70.6704263222169,-33.4485903887354,"400","2013","0","0","0","1"
-70.6675675312165,-33.4522323138701,"401","2013","0","0","0","1"
-70.6673035307333,-33.4533897341489,"402","2013","0","0","0","3"
-70.6546734321332,-33.469265859232,"403","2013","0","0","0","1"
-70.6543430742734,-33.4601979473773,"404","2013","0","0","0","1"
-70.6516839075862,-33.4598817007798,"405","2013","0","0","0","0"
-70.6506947702474,-33.4597596043223,"406","2013","0","1","0","0"
-70.6491259416089,-33.4595820808483,"407","2013","0","0","0","1"
-70.6489535109957,-33.4624611974263,"408","2013","0","0","0","1"
-70.648910199646,-33.4593822002283,"409","2013","0","0","0","1"
-70.6664850037799,-33.4573929493251,"410","2013","0","0","0","2"
-70.6649390089281,-33.4571251483069,"411","2013","0","0","0","1"
-70.6647843723009,-33.451615265632,"412","2013","0","0","0","1"
-70.6647221365174,-33.4491559597797,"413","2013","0","0","0","1"
-70.6597309684094,-33.4522079863095,"414","2013","0","0","1","0"
-70.658837464977,-33.450705653543,"415","2013","0","0","0","0"
-70.658216385078,-33.4550934709869,"416","2013","0","0","0","2"
-70.6559222100419,-33.4531019879663,"417","2013","0","0","1","1"
-70.6542507642613,-33.4528349046071,"418","2013","0","0","1","0"
-70.6528231282847,-33.4524807902562,"419","2013","0","0","1","0"
-70.6495809437055,-33.4569066346334,"420","2013","0","0","0","1"
-70.6838458268234,-33.4347661541347,"421","2013","0","1","0","0"
-70.6835252356011,-33.4440727406644,"422","2013","0","0","0","1"
-70.6800501419005,-33.4384113698887,"423","2013","0","0","0","1"
-70.6798938775004,-33.4403930188227,"424","2013","0","0","0","1"
-70.6791824112393,-33.4357171503262,"425","2013","0","0","0","1"
