lon,lat,fid,año,fallecidos,graves,menos_graves,leves
-70.5689296887439,-33.4094671483011,"1201","2014","0","1","0","0"
-70.6935888325872,-33.4089357229611,"1202","2014","0","0","0","0"
-70.6919490694414,-33.4149285896325,"1203","2014","0","1","0","0"
-70.794680951871,-33.4057971694864,"1204","2014","0","0","0","1"
-70.5851567144049,-33.4385922660946,"1205","2014","0","0","0","1"
-70.599022160377,-33.4007092905019,"1206","2014","0","0","0","1"
-70.6082518195051,-33.4356056825274,"1207","2014","0","0","0","1"
-70.6235723751219,-33.4271794000563,"1208","2014","0","0","0","1"
-70.5388867280887,-33.3769394477728,"1209","2014","1","0","0","0"
-70.669542336437,-33.3938282071095,"1210","2014","0","0","1","0"
-70.6096301451431,-33.5675489994618,"1211","2014","0","0","0","1"
-70.6813691732205,-33.4020046969948,"1212","2014","0","0","0","1"
-70.6078136009269,-33.5901675811417,"1213","2014","0","1","0","0"
-70.6253110779271,-33.4376051504995,"1214","2014","0","0","0","1"
-70.7384050963801,-33.3701585034055,"1215","2014","0","0","0","2"
-70.6453886884798,-33.5387302885746,"1216","2014","0","0","0","1"
-70.6645893198383,-33.4468671133085,"1217","2014","0","0","0","1"
-70.6650481019696,-33.4433438425039,"1218","2014","0","0","1","0"
-70.5920994175742,-33.4569097646172,"1219","2014","0","1","0","0"
-70.5624897390172,-33.5968175832537,"1220","2014","0","0","0","1"
-70.6042855413316,-33.4365141343174,"1221","2014","0","2","0","0"
-70.5966269822457,-33.4189708250037,"1222","2014","0","1","0","0"
-70.6687369956864,-33.3725017422254,"1223","2014","0","0","0","1"
-70.5416228224137,-33.5898413295968,"1224","2014","0","0","0","1"
-70.5515957405557,-33.579586063983,"1225","2014","0","0","0","1"
-70.5310272152421,-33.5992161823508,"1226","2014","0","0","1","0"
-70.8293972995804,-33.4315850948995,"1227","2014","0","0","0","1"
-70.7121756753214,-33.4379177435703,"1228","2014","0","0","0","1"
-70.758610162717,-33.37362443771,"1229","2014","0","0","0","1"
-70.6091426843101,-33.4552196925628,"1230","2014","0","1","0","0"
-70.6098010126842,-33.4593505504134,"1231","2014","0","1","0","0"
-70.5942242875952,-33.4647417170946,"1232","2014","0","0","0","1"
-70.6864103685051,-33.373681633323,"1233","2014","0","0","0","1"
-70.6189736479793,-33.5455205870956,"1234","2014","0","0","0","1"
-70.6263839937912,-33.5216177613342,"1235","2014","0","0","0","1"
-70.6104101135714,-33.4287533869326,"1236","2014","0","1","0","0"
-70.6401952226076,-33.5297990880109,"1237","2014","0","0","0","0"
-70.6355787460351,-33.4724502751768,"1238","2014","0","0","0","1"
-70.6391213259812,-33.4590807188575,"1239","2014","0","0","0","1"
-70.566585097488,-33.3850702728357,"1240","2014","0","0","0","1"
-70.6040523271596,-33.4251382684132,"1241","2014","0","0","0","1"
-70.689377418115,-33.423697723365,"1242","2014","0","0","0","0"
-70.7158635790163,-33.415102168291,"1243","2014","0","0","1","0"
-70.7117948127992,-33.4164142158857,"1244","2014","0","0","0","1"
-70.6703869812181,-33.4297185294304,"1245","2014","0","0","0","1"
-70.6947721102113,-33.5177103431997,"1246","2014","0","1","0","0"
-70.6921205111494,-33.5062988558102,"1247","2014","0","0","1","0"
-70.6907721189976,-33.5035788527873,"1248","2014","0","0","0","1"
-70.5791013050418,-33.5482961225576,"1249","2014","0","1","0","0"
-70.6821839728184,-33.4937528167662,"1250","2014","0","0","0","1"
-70.7271402331625,-33.3338555611958,"1251","2014","0","1","0","0"
-70.5980495537464,-33.4506105486856,"1252","2014","0","0","0","1"
-70.6682673187733,-33.4922873679915,"1253","2014","0","1","0","0"
-70.6237300401838,-33.5295651948249,"1254","2014","0","0","0","1"
-70.6543905256581,-33.5246502564245,"1255","2014","0","0","0","1"
-70.5797096934208,-33.5893204637971,"1256","2014","0","0","0","0"
-70.582175660619,-33.5765161255256,"1257","2014","0","1","0","0"
-70.5817218927574,-33.5793137620359,"1258","2014","0","0","0","1"
-70.5805891379769,-33.5860569119468,"1259","2014","0","0","0","1"
-70.577995929562,-33.598015977684,"1260","2014","0","0","0","1"
-70.5760899547558,-33.6086843107126,"1261","2014","0","1","0","0"
-70.7277866782561,-33.4064989512776,"1262","2014","0","0","1","0"
-70.5507842169571,-33.4938943510068,"1263","2014","0","0","0","1"
-70.6401731645698,-33.4551185850322,"1264","2014","0","0","0","0"
-70.7554908625043,-33.3761016654231,"1265","2014","0","0","0","1"
-70.6166938508958,-33.5352755919646,"1266","2014","0","0","0","1"
-70.6782726494692,-33.4060104214269,"1267","2014","0","0","0","1"
-70.6962709997109,-33.414267568129,"1268","2014","0","1","0","0"
-70.7470150536655,-33.4132827616449,"1269","2014","0","1","0","2"
-70.5807744044695,-33.4483071435821,"1270","2014","0","0","0","1"
-70.5339841263056,-33.4161765897144,"1271","2014","0","1","0","0"
-70.6425998379792,-33.4461413646513,"1272","2014","0","0","0","1"
-70.7402676089406,-33.5106367391195,"1273","2014","0","0","0","1"
-70.6154091029567,-33.3881192562899,"1274","2014","0","0","0","1"
-70.7322527767353,-33.3551016203353,"1275","2014","0","0","0","1"
-70.7323849970003,-33.3499575453835,"1276","2014","0","0","0","1"
-70.6873018034166,-33.4856365182676,"1277","2014","0","0","0","1"
-70.67646879235,-33.4940256352131,"1278","2014","0","1","0","0"
-70.6787290898069,-33.4923409424828,"1279","2014","0","0","0","1"
-70.6664202293897,-33.5003193521373,"1280","2014","0","0","0","1"
-70.6258741544171,-33.5075245421946,"1281","2014","0","1","0","0"
-70.5761515293744,-33.5107979541845,"1282","2014","0","0","0","1"
-70.5746899083046,-33.5109250177645,"1283","2014","0","0","0","1"
-70.6277692751898,-33.5072901750966,"1284","2014","0","0","0","1"
-70.6140706370849,-33.5077100215568,"1285","2014","0","0","0","1"
-70.6080893234864,-33.4456332513025,"1286","2014","0","1","0","0"
-70.580024409534,-33.4545342390641,"1287","2014","0","0","0","1"
-70.6304406810482,-33.4796423929736,"1288","2014","0","0","0","1"
-70.5866990470436,-33.6096398492803,"1289","2014","0","0","0","1"
-70.5534269150507,-33.5759553311416,"1290","2014","0","0","0","1"
-70.5998971512206,-33.4293674396225,"1291","2014","0","0","0","1"
-70.6759250871342,-33.5461622197997,"1292","2014","0","1","0","0"
-70.6935888325872,-33.4089357229611,"1293","2014","0","0","0","1"
-70.7044277504531,-33.4051695893223,"1294","2014","0","0","0","0"
-70.6789804854897,-33.4138627481519,"1295","2014","1","0","0","0"
-70.5876933754557,-33.6042793327991,"1296","2014","0","0","0","2"
-70.7315772832635,-33.3624249204192,"1297","2014","0","0","0","1"
-70.6641355581188,-33.3968408129485,"1298","2014","1","0","0","0"
-70.6663166163806,-33.3971569404691,"1299","2014","0","0","0","1"
-70.6113547623143,-33.4549837826073,"1300","2014","0","0","0","1"
-70.6027115651325,-33.4559030232105,"1301","2014","0","0","0","1"
-70.6924416168041,-33.4367697201201,"1302","2014","0","0","0","1"
-70.5765889584946,-33.6058462422598,"1303","2014","0","0","0","1"
-70.5710273902919,-33.4549240287661,"1304","2014","0","1","0","0"
-70.5965885564762,-33.5876253840314,"1305","2014","0","0","0","1"
-70.6174279992793,-33.415486250893,"1306","2014","0","2","0","1"
-70.6122752670669,-33.5925173568004,"1307","2014","0","0","0","1"
-70.5942463220247,-33.5020548521588,"1308","2014","0","0","0","1"
-70.6673709250081,-33.5698630098306,"1309","2014","0","1","0","0"
-70.6690930700764,-33.4691830818388,"1310","2014","0","0","0","0"
-70.6146629792572,-33.5943529662967,"1311","2014","0","0","0","1"
-70.5798749763212,-33.5136814943737,"1312","2014","0","0","0","1"
-70.667283948789,-33.5244051808078,"1313","2014","0","0","0","1"
-70.5548390030378,-33.5706188150777,"1314","2014","0","0","0","0"
-70.6424301987442,-33.585537479603,"1315","2014","0","0","0","1"
-70.7773930377814,-33.4264341257327,"1316","2014","0","0","0","1"
-70.5161259021832,-33.3523914190744,"1317","2014","0","1","0","0"
-70.513448195374,-33.3519911928011,"1318","2014","0","1","0","0"
-70.6493491037548,-33.4489872460149,"1319","2014","0","0","0","1"
-70.6525442572862,-33.4497560405842,"1320","2014","0","0","0","0"
-70.6646447716134,-33.5226384553367,"1321","2014","0","0","0","1"
-70.6355542470173,-33.5281644693952,"1322","2014","0","0","0","0"
-70.5886090799323,-33.4416233388393,"1323","2014","0","0","0","1"
-70.6220476390803,-33.4336691064925,"1324","2014","0","0","0","1"
-70.5911438790026,-33.4262785443904,"1325","2014","0","2","0","0"
-70.5797842094633,-33.6062924500827,"1326","2014","0","0","0","1"
-70.6078074371334,-33.4906865530447,"1327","2014","0","0","0","0"
-70.6761002221119,-33.4353129963533,"1328","2014","0","0","0","1"
-70.6015250563077,-33.4821090045312,"1329","2014","0","1","0","0"
-70.6016705767869,-33.4875027965143,"1330","2014","0","0","0","1"
-70.5744065229198,-33.6123671229049,"1331","2014","0","0","1","0"
-70.6442057345561,-33.4517232452012,"1332","2014","0","0","0","1"
-70.5786081159461,-33.6126111639995,"1333","2014","0","0","0","2"
-70.7600243370859,-33.4195249164297,"1334","2014","1","0","0","0"
-70.7627261815012,-33.4343620356805,"1335","2014","0","0","0","2"
-70.6680031810733,-33.4064294083965,"1336","2014","0","0","0","1"
-70.5545369348104,-33.4306252714961,"1337","2014","0","0","0","1"
-70.5743899874083,-33.4312135131797,"1338","2014","0","0","0","1"
-70.5988140050182,-33.4365075366281,"1339","2014","0","2","0","0"
-70.603851160797,-33.4376754719244,"1340","2014","0","0","0","1"
-70.6243292091322,-33.440953079992,"1341","2014","0","0","0","1"
-70.6831391299299,-33.5752418703259,"1342","2014","0","0","1","0"
-70.5963338306336,-33.5167818467451,"1343","2014","0","0","0","1"
-70.6014549825611,-33.5115569373025,"1344","2014","1","0","0","0"
-70.6098026712773,-33.5830802684452,"1345","2014","0","0","0","1"
-70.5924304917849,-33.5807261382542,"1346","2014","0","0","0","1"
-70.6011516588544,-33.5819121951696,"1347","2014","0","0","0","1"
-70.742917446914,-33.4286156614324,"1348","2014","0","0","0","1"
-70.6101586413661,-33.4295141970112,"1349","2014","0","0","0","1"
-70.6226925312155,-33.5626303617999,"1350","2014","0","0","0","2"
-70.6712131351105,-33.4331514624254,"1351","2014","0","1","0","0"
-70.6702065592207,-33.440499462595,"1352","2014","0","0","0","0"
-70.6695542761033,-33.4453754734673,"1353","2014","0","0","0","1"
-70.6713198768726,-33.4322355805338,"1354","2014","0","1","0","0"
-70.6287773233339,-33.4524664517049,"1355","2014","0","0","0","0"
-70.6284836302912,-33.4547702430192,"1356","2014","0","0","0","1"
-70.6608769961485,-33.3840965243754,"1357","2014","0","0","0","1"
-70.5821931230202,-33.4465843235476,"1358","2014","0","0","1","0"
-70.6588917580397,-33.4332896578541,"1359","2014","0","0","0","1"
-70.7223402584829,-33.455888249645,"1360","2014","0","0","0","0"
-70.76793897153,-33.4469729012968,"1361","2014","0","0","1","0"
-70.7383347241052,-33.371347036586,"1362","2014","0","0","0","5"
-70.738255725594,-33.3686923522016,"1363","2014","0","0","0","1"
-70.6853262337364,-33.4782779900425,"1364","2014","0","1","0","0"
-70.7181690742979,-33.4015924481384,"1365","2014","0","0","0","1"
-70.6249995387373,-33.4438391712997,"1366","2014","0","0","0","1"
-70.5849574904165,-33.5288617476203,"1367","2014","0","0","0","1"
-70.6649949961064,-33.5400823905824,"1368","2014","0","1","0","0"
-70.6644262605861,-33.5373375045139,"1369","2014","0","0","1","0"
-70.6549795613643,-33.5034370229528,"1370","2014","0","0","0","1"
-70.6597540094981,-33.5206082917038,"1371","2014","0","0","0","0"
-70.6905630732823,-33.5741437086414,"1372","2014","0","0","0","2"
-70.6628738312178,-33.5316147017511,"1373","2014","0","0","0","1"
-70.6666014053998,-33.5435175529735,"1374","2014","0","1","0","0"
-70.5778607282456,-33.5816432696079,"1375","2014","0","1","0","0"
-70.5763074411263,-33.470245805711,"1376","2014","0","0","0","1"
-70.5913607517439,-33.4651890562421,"1377","2014","0","2","0","0"
-70.6102201065506,-33.4620157829842,"1378","2014","0","0","0","1"
-70.7728202043943,-33.5128072500783,"1379","2014","0","0","0","1"
-70.6040887947089,-33.4628515666652,"1380","2014","0","0","0","1"
-70.547522089536,-33.4751514517284,"1381","2014","0","1","0","0"
-70.5544310856849,-33.4736446686343,"1382","2014","0","0","0","1"
-70.5402957383884,-33.4765823052415,"1383","2014","0","0","0","1"
-70.6619811393838,-33.3742247198193,"1384","2014","0","0","0","1"
-70.733247012359,-33.3697634241336,"1385","2014","0","0","1","0"
-70.6225058622365,-33.4710349062358,"1386","2014","0","1","0","0"
-70.5772508465423,-33.4444818251862,"1387","2014","0","0","0","1"
-70.6209002479796,-33.5084004650964,"1388","2014","0","0","0","1"
-70.6229718819214,-33.4985383008713,"1389","2014","0","0","0","1"
-70.6575024330234,-33.431902504348,"1390","2014","0","0","0","0"
-70.5968946925409,-33.4312954913712,"1391","2014","0","0","0","1"
-70.6934093828002,-33.4245265182358,"1392","2014","0","0","0","1"
-70.7409269837537,-33.4202793223255,"1393","2014","0","0","0","0"
-70.7390263266461,-33.4274483385941,"1394","2014","0","0","0","1"
-70.741030394035,-33.4198555800977,"1395","2014","0","0","0","1"
-70.6236374393278,-33.4309797757882,"1396","2014","0","0","0","1"
-70.5776653524656,-33.6004604286048,"1397","2014","0","1","0","0"
-70.6695731812124,-33.3978641706741,"1398","2014","0","0","0","2"
-70.6670835559785,-33.4000478133665,"1399","2014","0","0","0","1"
-70.6833007855637,-33.3799787244456,"1400","2014","0","0","0","1"
-70.6881266817149,-33.3699567039628,"1401","2014","0","0","0","1"
-70.5693699036776,-33.3793218785726,"1402","2014","0","1","0","0"
-70.5919161427783,-33.4553395364867,"1403","2014","0","0","0","1"
-70.5997624139222,-33.4546934551737,"1404","2014","0","0","0","0"
-70.6290912062459,-33.452388921846,"1405","2014","0","0","1","0"
-70.5941242462346,-33.4552729574693,"1406","2014","0","0","0","1"
-70.5941242462346,-33.4552729574693,"1407","2014","0","0","0","1"
-70.6024859890041,-33.45444919013,"1408","2014","0","0","0","1"
-70.622161655834,-33.4537497928772,"1409","2014","0","0","0","1"
-70.5897071098507,-33.4554659491795,"1410","2014","0","0","0","1"
-70.5998648649934,-33.4546796488514,"1411","2014","0","0","0","0"
-70.6624409668386,-33.5302845510685,"1412","2014","0","0","0","1"
-70.6335745733874,-33.4793734812833,"1413","2014","0","1","0","0"
-70.6302151139955,-33.4811720659578,"1414","2014","0","0","0","1"
-70.6306743065199,-33.4808300626914,"1415","2014","0","1","0","0"
-70.7133050024314,-33.4303881857185,"1416","2014","0","0","0","1"
-70.6233083551453,-33.5598672400842,"1417","2014","0","0","0","1"
-70.6070969330526,-33.4791806593434,"1418","2014","0","1","0","0"
-70.5791279773379,-33.5491705531134,"1419","2014","0","1","0","0"
-70.5968864100062,-33.4959966387366,"1420","2014","0","0","0","0"
-70.6275238148913,-33.3639224366244,"1421","2014","0","0","0","0"
-70.6640139525064,-33.5588441783484,"1422","2014","0","0","0","1"
-70.7346573707584,-33.431549648621,"1423","2014","0","0","0","1"
-70.5476334269688,-33.4632210596133,"1424","2014","0","0","0","1"
-70.6140290481205,-33.4562473826107,"1425","2014","0","0","0","1"
-70.6054153195343,-33.457170267837,"1426","2014","0","1","0","0"
-70.6207021069762,-33.4555502955858,"1427","2014","0","0","0","1"
-70.727897417173,-33.4290667186883,"1428","2014","0","0","0","1"
-70.7016554732426,-33.4320971307384,"1429","2014","0","0","0","1"
-70.7377103994302,-33.4297059577694,"1430","2014","0","0","0","1"
-70.7105187290394,-33.4326420110633,"1431","2014","0","0","0","1"
-70.7060476253274,-33.4323614288276,"1432","2014","0","0","0","1"
-70.7533738666148,-33.4281256382904,"1433","2014","0","1","0","0"
-70.6934746194999,-33.4317186505359,"1434","2014","0","1","0","0"
-70.735789850496,-33.4294229384112,"1435","2014","0","0","0","1"
-70.7042873339497,-33.4322461938644,"1436","2014","0","1","0","0"
-70.7332138262786,-33.4294731198657,"1437","2014","0","0","0","0"
-70.682762852521,-33.5347977501825,"1438","2014","0","0","0","1"
-70.7046796287601,-33.4035647353789,"1439","2014","0","0","0","1"
-70.7212229611469,-33.4012070074938,"1440","2014","0","1","0","0"
-70.6204382803656,-33.4423296878888,"1441","2014","0","0","0","0"
-70.6173097494646,-33.4441651878707,"1442","2014","0","0","0","1"
-70.6162058219683,-33.4493629976173,"1443","2014","0","0","1","0"
-70.7283665631261,-33.4066235242903,"1444","2014","0","1","0","0"
-70.5982920059326,-33.4645976436004,"1445","2014","0","0","0","3"
-70.5884908939895,-33.5994855913341,"1446","2014","0","0","0","1"
-70.6195080658539,-33.5843916266081,"1447","2014","0","0","0","2"
-70.606378116757,-33.5574773805273,"1448","2014","0","0","0","1"
-70.7436872304712,-33.4641748413235,"1449","2014","0","0","0","1"
-70.6470154246939,-33.5561224743397,"1450","2014","0","0","0","1"
-70.6221616000786,-33.5239964071127,"1451","2014","1","0","0","0"
-70.5202514025327,-33.3336470192546,"1452","2014","0","1","0","0"
-70.7542196919326,-33.4477324008564,"1453","2014","0","1","0","1"
-70.5820911014278,-33.5182004822887,"1454","2014","0","0","0","1"
-70.5840176414163,-33.5165603505079,"1455","2014","0","0","0","1"
-70.6677608737266,-33.4933559413214,"1456","2014","0","0","0","1"
-70.6672216917394,-33.4935549707838,"1457","2014","0","0","0","1"
-70.6180404033239,-33.5501785682886,"1458","2014","0","0","0","2"
-70.6182937982442,-33.5488977735463,"1459","2014","0","0","0","1"
-70.7549732392196,-33.4551165377589,"1460","2014","0","1","0","0"
-70.6356587306065,-33.5273058447899,"1461","2014","0","0","0","1"
-70.7376783145406,-33.4170963940073,"1462","2014","0","0","0","0"
-70.7521694028708,-33.4601445447166,"1463","2014","0","0","0","2"
-70.5435393266408,-33.451218752311,"1464","2014","0","0","0","1"
-70.5710533735287,-33.5256544652269,"1465","2014","0","0","0","1"
-70.5916293458569,-33.505582010797,"1466","2014","0","0","0","1"
-70.5832425109186,-33.400893637538,"1467","2014","0","0","0","1"
-70.5686367901329,-33.3930978481463,"1468","2014","0","0","0","1"
-70.6231273409661,-33.5228786364349,"1469","2014","0","0","0","1"
-70.628289026546,-33.497328996859,"1470","2014","0","0","0","0"
-70.5787164377948,-33.5942048239361,"1471","2014","0","1","0","0"
-70.7386507112492,-33.4774563665997,"1472","2014","0","0","0","1"
-70.7314794489715,-33.4743701798157,"1473","2014","0","0","0","1"
-70.7412638073979,-33.4779030906627,"1474","2014","0","0","0","1"
-70.7272729510955,-33.4715990793817,"1475","2014","0","0","0","1"
-70.7073513236577,-33.4431833068683,"1476","2014","0","0","1","0"
-70.7055818658582,-33.457165860195,"1477","2014","0","0","0","0"
-70.7029635899112,-33.4759713410766,"1478","2014","1","0","0","0"
-70.7046889257361,-33.4676818304514,"1479","2014","0","2","0","0"
-70.7912807472572,-33.5160198273224,"1480","2014","0","0","0","0"
-70.7291930592394,-33.3566857684978,"1481","2014","0","0","0","1"
-70.7315283097852,-33.4793441641056,"1482","2014","0","0","0","0"
-70.7307088673567,-33.3559839140258,"1483","2014","0","0","0","1"
-70.7392978644383,-33.3513117611966,"1484","2014","0","0","0","1"
-70.553220162316,-33.3845167996319,"1485","2014","0","0","0","1"
-70.7477320500537,-33.3680357582136,"1486","2014","0","0","0","1"
-70.7463053925779,-33.3683429961669,"1487","2014","0","0","0","1"
-70.7439207889775,-33.3688741439046,"1488","2014","0","1","0","1"
-70.6695458823655,-33.568162508111,"1489","2014","0","0","0","0"
-70.6094673531668,-33.4519511313687,"1490","2014","0","0","0","3"
-70.6030172074354,-33.5228910469599,"1491","2014","0","0","0","1"
-70.6503859403523,-33.4436761220831,"1492","2014","0","0","0","0"
-70.7290349595052,-33.3528101241862,"1493","2014","0","0","0","1"
-70.7321880920196,-33.3695420746378,"1494","2014","0","0","0","0"
-70.6778712405774,-33.451362895655,"1495","2014","0","0","0","1"
-70.6405540471209,-33.4402090908711,"1496","2014","0","0","0","1"
-70.7292932732837,-33.3590404136836,"1497","2014","0","0","0","1"
-70.644749905921,-33.4423691118352,"1498","2014","0","1","0","0"
-70.6380849002422,-33.438463419055,"1499","2014","0","0","0","3"
-70.7034316148277,-33.4566562326541,"1500","2014","0","0","0","0"
-70.6911046726976,-33.4539243655428,"1501","2014","0","0","1","1"
-70.6738225734115,-33.4496419762978,"1502","2014","0","0","0","1"
-70.6469349966147,-33.4430805421639,"1503","2014","0","1","0","0"
-70.7257733283935,-33.3375400162042,"1504","2014","0","0","0","1"
-70.6462570594263,-33.4428203826324,"1505","2014","0","0","0","0"
-70.6529491659478,-33.4446241102446,"1506","2014","0","0","0","0"
-70.5522122842946,-33.4608110950714,"1507","2014","0","1","0","0"
-70.6354615547068,-33.5289128497346,"1508","2014","1","0","0","0"
-70.6390391264168,-33.4491956042786,"1509","2014","0","0","0","1"
-70.685228770055,-33.5791001929339,"1510","2014","0","0","0","0"
-70.6584401501975,-33.5857852574424,"1511","2014","0","0","0","0"
-70.6767006644624,-33.582442655011,"1512","2014","0","0","0","1"
-70.6632705418718,-33.5851778837931,"1513","2014","0","1","0","0"
-70.7183073486632,-33.3816871393344,"1514","2014","0","0","0","1"
-70.6255320292454,-33.4523328217859,"1515","2014","0","0","0","2"
-70.7490140989476,-33.3609717183228,"1516","2014","0","0","0","0"
-70.7498156152433,-33.3609836254065,"1517","2014","0","0","0","1"
-70.7372640331725,-33.3581366694212,"1518","2014","0","0","0","1"
-70.6356188921972,-33.5766306994792,"1519","2014","0","1","0","0"
-70.6784419721326,-33.5697505631814,"1520","2014","0","0","0","1"
-70.6735931309141,-33.5713176207697,"1521","2014","0","0","0","1"
-70.6042597013431,-33.4739869557524,"1522","2014","0","0","0","1"
-70.5628482552024,-33.5032105218088,"1523","2014","0","1","0","0"
-70.7335571157228,-33.3643166052962,"1524","2014","0","0","0","0"
-70.6232710980717,-33.424572541611,"1525","2014","0","1","0","0"
-70.5600220084489,-33.6009285184294,"1526","2014","0","0","0","1"
-70.7001667884355,-33.460699803667,"1527","2014","0","0","0","0"
-70.6062141805758,-33.4868304873584,"1528","2014","0","0","0","1"
-70.5652683473833,-33.5741647816711,"1529","2014","0","0","0","1"
-70.6035282500519,-33.4271245707091,"1530","2014","0","0","1","0"
-70.599218000251,-33.4444020380684,"1531","2014","0","1","0","0"
-70.5993880082878,-33.4432343196506,"1532","2014","0","0","0","1"
-70.6027729110208,-33.4299886432268,"1533","2014","0","0","0","1"
-70.6808862784984,-33.3671376737648,"1534","2014","0","0","0","1"
-70.5939443569965,-33.5894632820154,"1535","2014","0","0","0","1"
-70.567561068038,-33.4677928513806,"1536","2014","0","0","0","1"
-70.6728844517612,-33.5688456045421,"1537","2014","0","0","0","1"
-70.6757721319828,-33.5790933623724,"1538","2014","0","0","0","1"
-70.6731337027606,-33.5699990118319,"1539","2014","0","0","0","1"
-70.5815373282324,-33.5591500198212,"1540","2014","0","0","0","0"
-70.7347800798021,-33.3638666488503,"1541","2014","0","1","0","0"
-70.7370280051008,-33.4712842327586,"1542","2014","0","0","0","3"
-70.5955377099717,-33.4823351324363,"1543","2014","0","0","0","1"
-70.5677350948246,-33.4832626016246,"1544","2014","0","0","0","1"
-70.7397966383401,-33.3807250159619,"1545","2014","0","0","0","1"
-70.5696718111509,-33.5110150726308,"1546","2014","0","0","0","1"
-70.5570648901199,-33.5665485786866,"1547","2014","0","0","0","1"
-70.644731613461,-33.3898533480901,"1548","2014","0","0","1","0"
-70.6424397386939,-33.3909613958854,"1549","2014","0","0","0","1"
-70.7033653893289,-33.4750262102495,"1550","2014","1","0","0","0"
-70.7186902831965,-33.4734745223903,"1551","2014","0","1","0","0"
-70.6011458569882,-33.5882378156503,"1552","2014","0","0","1","0"
-70.5989806858904,-33.4291718381122,"1553","2014","0","1","0","0"
-70.5903479272518,-33.5072158588989,"1554","2014","0","1","0","0"
-70.599062029496,-33.4794609198947,"1555","2014","0","0","0","0"
-70.5995793457865,-33.4892316388699,"1556","2014","0","1","0","0"
-70.714884823358,-33.4229147481166,"1557","2014","0","1","0","0"
-70.5712862694713,-33.3978756702457,"1558","2014","0","1","0","0"
-70.5724235290773,-33.3912868040426,"1559","2014","0","0","0","1"
-70.5643405378367,-33.4190485825492,"1560","2014","0","1","0","0"
-70.5642095914345,-33.4240960461135,"1561","2014","0","0","0","1"
-70.7247410050851,-33.3661385633823,"1562","2014","0","1","0","2"
-70.6343250309455,-33.4564503958266,"1563","2014","0","0","0","0"
-70.6283497406176,-33.45518586513,"1564","2014","0","0","0","1"
-70.7301105200112,-33.365702921965,"1565","2014","1","0","0","0"
-70.7136939728007,-33.366781921717,"1566","2014","0","0","0","1"
-70.7198606552245,-33.3668564004651,"1567","2014","0","0","0","1"
-70.7307800133419,-33.3656599471222,"1568","2014","0","1","0","0"
-70.7441825440012,-33.3618163734255,"1569","2014","0","0","0","1"
-70.6274305872307,-33.4552965836154,"1570","2014","0","1","0","0"
-70.6453217969766,-33.4587706208225,"1571","2014","0","0","0","1"
-70.6462033656696,-33.4589355548642,"1572","2014","0","0","0","0"
-70.6369445925711,-33.4570110287856,"1573","2014","0","0","0","0"
-70.6420996117619,-33.4580833140195,"1574","2014","0","0","0","1"
-70.6174110316337,-33.4332706338622,"1575","2014","0","0","0","0"
-70.6187165336865,-33.4312425141122,"1576","2014","0","0","0","0"
-70.7342739877537,-33.3709755495042,"1577","2014","0","0","0","0"
-70.6606537282276,-33.4332978462878,"1578","2014","0","0","0","3"
-70.6606893637536,-33.4459582021841,"1579","2014","0","1","0","0"
-70.6251910633585,-33.5443031169901,"1580","2014","0","0","0","1"
-70.661261583015,-33.4307564792802,"1581","2014","0","0","0","0"
-70.6604136106352,-33.4345433834148,"1582","2014","0","0","0","1"
-70.6271465667675,-33.5438633151812,"1583","2014","0","0","0","1"
-70.634295404868,-33.5393958802002,"1584","2014","0","0","0","0"
-70.6909208024964,-33.4320014169185,"1585","2014","0","0","0","1"
-70.6996312499341,-33.42933014605,"1586","2014","0","0","0","1"
-70.7054023220441,-33.4282399836197,"1587","2014","0","0","0","1"
-70.7217768036409,-33.4240319988214,"1588","2014","0","1","0","0"
-70.6604359738141,-33.4320210691691,"1589","2014","0","0","0","0"
-70.6803644902594,-33.4330007289367,"1590","2014","0","0","0","1"
-70.7273174977548,-33.4237156614468,"1591","2014","0","1","0","0"
-70.7329105857545,-33.4234506373671,"1592","2014","0","0","0","1"
-70.7586342882919,-33.4231504191792,"1593","2014","0","0","0","0"
-70.7505364343757,-33.422236247604,"1594","2014","0","0","0","0"
-70.7477178748967,-33.4677948072048,"1595","2014","1","0","0","0"
-70.614881858459,-33.4656084932621,"1596","2014","0","0","0","1"
-70.614119879156,-33.4706639190871,"1597","2014","0","0","0","1"
-70.6133277527834,-33.4784015479217,"1598","2014","0","0","0","1"
-70.6129805375776,-33.4832099959901,"1599","2014","0","0","0","1"
-70.6141777628561,-33.4250970605585,"1600","2014","0","0","0","1"
-70.6976752805651,-33.4614903228043,"1601","2014","0","0","0","1"
-70.5571849777086,-33.4795768903813,"1602","2014","0","0","0","1"
-70.5517247655441,-33.469641702717,"1603","2014","0","0","0","1"
-70.6826072985089,-33.4346837691617,"1604","2014","0","0","0","2"
-70.6747792407904,-33.4341765149854,"1605","2014","0","0","0","1"
-70.6250119679784,-33.4544896114552,"1606","2014","0","0","0","1"
-70.6264317983364,-33.4546460583225,"1607","2014","0","0","0","1"
-70.6801533435106,-33.4374116024905,"1608","2014","0","0","0","0"
-70.6664683570395,-33.4423057028608,"1609","2014","0","0","0","0"
-70.6676638382918,-33.4320909119932,"1610","2014","0","0","0","2"
-70.6423917721627,-33.4666517780934,"1611","2014","0","0","0","1"
-70.5694908525466,-33.5562961454808,"1612","2014","0","0","0","1"
-70.5770020709789,-33.5360161330165,"1613","2014","0","0","0","1"
